+-------------------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+------------------------------------------------------+--------+-------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+-------------------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+------------------------------------------------------+--------+-------------------------------------------+
| Mod name                            | Registry name                                                | BlockID | Subtypes | Item ID | Item meta | Display name                                         | Exists | Ore Dict keys                             |
| Chisel                              | chisel:bookshelf_spruce                                      |     715 |     true |    4621 |         4 | Spruce Bookshelf                                     | true   | bookshelf,bookshelfSpruce                 |
| Chisel                              | chisel:bookshelf_spruce                                      |     715 |     true |    4621 |         5 | Spruce Bookshelf                                     | true   | bookshelf,bookshelfSpruce                 |
| Chisel                              | chisel:bookshelf_spruce                                      |     715 |     true |    4621 |         6 | Spruce Bookshelf                                     | true   | bookshelf,bookshelfSpruce                 |
| Chisel                              | chisel:bookshelf_spruce                                      |     715 |     true |    4621 |         7 | Spruce Bookshelf                                     | true   | bookshelf,bookshelfSpruce                 |
| Chisel                              | chisel:bookshelf_spruce                                      |     715 |     true |    4621 |         8 | Spruce Bookshelf                                     | true   | bookshelf,bookshelfSpruce                 |
| Chisel                              | chisel:bookshelf_spruce                                      |     715 |     true |    4621 |         9 | Spruce Bookshelf                                     | true   | bookshelf,bookshelfSpruce                 |
| Chisel                              | chisel:bricks                                                |     720 |     true |    4626 |         0 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks                                                |     720 |     true |    4626 |         1 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks                                                |     720 |     true |    4626 |        10 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks                                                |     720 |     true |    4626 |        11 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks                                                |     720 |     true |    4626 |        12 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks                                                |     720 |     true |    4626 |        13 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks                                                |     720 |     true |    4626 |        14 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks                                                |     720 |     true |    4626 |        15 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks                                                |     720 |     true |    4626 |         2 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks                                                |     720 |     true |    4626 |         3 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks                                                |     720 |     true |    4626 |         4 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks                                                |     720 |     true |    4626 |         5 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks                                                |     720 |     true |    4626 |         6 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks                                                |     720 |     true |    4626 |         7 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks                                                |     720 |     true |    4626 |         8 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks                                                |     720 |     true |    4626 |         9 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks1                                               |     721 |     true |    4627 |         0 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks1                                               |     721 |     true |    4627 |         1 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks1                                               |     721 |     true |    4627 |         2 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks1                                               |     721 |     true |    4627 |         3 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks1                                               |     721 |     true |    4627 |         4 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks1                                               |     721 |     true |    4627 |         5 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks1                                               |     721 |     true |    4627 |         6 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks1                                               |     721 |     true |    4627 |         7 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks1                                               |     721 |     true |    4627 |         8 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks1                                               |     721 |     true |    4627 |         9 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks2                                               |     722 |     true |    4628 |         0 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks2                                               |     722 |     true |    4628 |         1 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks2                                               |     722 |     true |    4628 |         2 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks2                                               |     722 |     true |    4628 |         3 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks2                                               |     722 |     true |    4628 |         4 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:bricks2                                               |     722 |     true |    4628 |         5 | Bricks                                               | true   |                                           |
| Chisel                              | chisel:brownstone                                            |     724 |     true |    4630 |         0 | Brownstone                                           | true   |                                           |
| Chisel                              | chisel:brownstone                                            |     724 |     true |    4630 |         1 | Brownstone                                           | true   |                                           |
| Chisel                              | chisel:brownstone                                            |     724 |     true |    4630 |         2 | Brownstone                                           | true   |                                           |
| Chisel                              | chisel:brownstone                                            |     724 |     true |    4630 |         3 | Brownstone                                           | true   |                                           |
| Chisel                              | chisel:brownstone                                            |     724 |     true |    4630 |         4 | Brownstone                                           | true   |                                           |
| Chisel                              | chisel:brownstone                                            |     724 |     true |    4630 |         5 | Brownstone                                           | true   |                                           |
| Chisel                              | chisel:brownstone                                            |     724 |     true |    4630 |         6 | Brownstone                                           | true   |                                           |
| Chisel                              | chisel:brownstone                                            |     724 |     true |    4630 |         7 | Brownstone                                           | true   |                                           |
| Chisel                              | chisel:brownstone                                            |     724 |     true |    4630 |         8 | Brownstone                                           | true   |                                           |
| Chisel                              | chisel:brownstone                                            |     724 |     true |    4630 |         9 | Brownstone                                           | true   |                                           |
| Chisel                              | chisel:carpet_black                                          |     725 |     true |    4631 |         0 | Black Wool                                           | true   |                                           |
| Chisel                              | chisel:carpet_black                                          |     725 |     true |    4631 |         1 | Black Wool                                           | true   |                                           |
| Chisel                              | chisel:carpet_blue                                           |     729 |     true |    4635 |         0 | Blue Wool                                            | true   |                                           |
| Chisel                              | chisel:carpet_blue                                           |     729 |     true |    4635 |         1 | Blue Wool                                            | true   |                                           |
| Chisel                              | chisel:carpet_brown                                          |     728 |     true |    4634 |         0 | Brown Wool                                           | true   |                                           |
| Chisel                              | chisel:carpet_brown                                          |     728 |     true |    4634 |         1 | Brown Wool                                           | true   |                                           |
| Chisel                              | chisel:carpet_cyan                                           |     731 |     true |    4637 |         0 | Cyan Wool                                            | true   |                                           |
| Chisel                              | chisel:carpet_cyan                                           |     731 |     true |    4637 |         1 | Cyan Wool                                            | true   |                                           |
| Chisel                              | chisel:carpet_gray                                           |     733 |     true |    4639 |         0 | Gray Wool                                            | true   |                                           |
| Chisel                              | chisel:carpet_gray                                           |     733 |     true |    4639 |         1 | Gray Wool                                            | true   |                                           |
| Chisel                              | chisel:carpet_green                                          |     727 |     true |    4633 |         0 | Green Wool                                           | true   |                                           |
| Chisel                              | chisel:carpet_green                                          |     727 |     true |    4633 |         1 | Green Wool                                           | true   |                                           |
| Chisel                              | chisel:carpet_lightblue                                      |     737 |     true |    4643 |         0 | Light Blue Wool                                      | true   |                                           |
| Chisel                              | chisel:carpet_lightblue                                      |     737 |     true |    4643 |         1 | Light Blue Wool                                      | true   |                                           |
| Chisel                              | chisel:carpet_lightgray                                      |     732 |     true |    4638 |         0 | Light Gray Wool                                      | true   |                                           |
| Chisel                              | chisel:carpet_lightgray                                      |     732 |     true |    4638 |         1 | Light Gray Wool                                      | true   |                                           |
| Chisel                              | chisel:carpet_lime                                           |     735 |     true |    4641 |         0 | Lime Wool                                            | true   |                                           |
| Chisel                              | chisel:carpet_lime                                           |     735 |     true |    4641 |         1 | Lime Wool                                            | true   |                                           |
| Chisel                              | chisel:carpet_magenta                                        |     738 |     true |    4644 |         0 | Magenta Wool                                         | true   |                                           |
| Chisel                              | chisel:carpet_magenta                                        |     738 |     true |    4644 |         1 | Magenta Wool                                         | true   |                                           |
| Chisel                              | chisel:carpet_orange                                         |     739 |     true |    4645 |         0 | Orange Wool                                          | true   |                                           |
| Chisel                              | chisel:carpet_orange                                         |     739 |     true |    4645 |         1 | Orange Wool                                          | true   |                                           |
| Chisel                              | chisel:carpet_pink                                           |     734 |     true |    4640 |         0 | Pink Wool                                            | true   |                                           |
| Chisel                              | chisel:carpet_pink                                           |     734 |     true |    4640 |         1 | Pink Wool                                            | true   |                                           |
| Chisel                              | chisel:carpet_purple                                         |     730 |     true |    4636 |         0 | Purple Wool                                          | true   |                                           |
| Chisel                              | chisel:carpet_purple                                         |     730 |     true |    4636 |         1 | Purple Wool                                          | true   |                                           |
| Chisel                              | chisel:carpet_red                                            |     726 |     true |    4632 |         0 | Red Wool                                             | true   |                                           |
| Chisel                              | chisel:carpet_red                                            |     726 |     true |    4632 |         1 | Red Wool                                             | true   |                                           |
| Chisel                              | chisel:carpet_white                                          |     740 |     true |    4646 |         0 | Wool                                                 | true   |                                           |
| Chisel                              | chisel:carpet_white                                          |     740 |     true |    4646 |         1 | Wool                                                 | true   |                                           |
| Chisel                              | chisel:carpet_yellow                                         |     736 |     true |    4642 |         0 | Yellow Wool                                          | true   |                                           |
| Chisel                              | chisel:carpet_yellow                                         |     736 |     true |    4642 |         1 | Yellow Wool                                          | true   |                                           |
| Chisel                              | chisel:cloud                                                 |     744 |     true |    4650 |         0 | Cloud                                                | true   |                                           |
| Chisel                              | chisel:cloud                                                 |     744 |     true |    4650 |         1 | Cloud                                                | true   |                                           |
| Chisel                              | chisel:cloud                                                 |     744 |     true |    4650 |         2 | Cloud                                                | true   |                                           |
| Chisel                              | chisel:cloud                                                 |     744 |     true |    4650 |         3 | Cloud                                                | true   |                                           |
| Chisel                              | chisel:cloud                                                 |     744 |     true |    4650 |         4 | Cloud                                                | true   |                                           |
| Chisel                              | chisel:cobblestone                                           |     746 |     true |    4652 |         0 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone                                           |     746 |     true |    4652 |         1 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone                                           |     746 |     true |    4652 |        10 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone                                           |     746 |     true |    4652 |        11 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone                                           |     746 |     true |    4652 |        12 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone                                           |     746 |     true |    4652 |        13 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone                                           |     746 |     true |    4652 |        14 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone                                           |     746 |     true |    4652 |        15 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone                                           |     746 |     true |    4652 |         2 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone                                           |     746 |     true |    4652 |         3 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone                                           |     746 |     true |    4652 |         4 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone                                           |     746 |     true |    4652 |         5 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone                                           |     746 |     true |    4652 |         6 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone                                           |     746 |     true |    4652 |         7 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone                                           |     746 |     true |    4652 |         8 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone                                           |     746 |     true |    4652 |         9 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone1                                          |     747 |     true |    4653 |         0 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone1                                          |     747 |     true |    4653 |         1 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone1                                          |     747 |     true |    4653 |         2 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone1                                          |     747 |     true |    4653 |         3 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone1                                          |     747 |     true |    4653 |         4 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone1                                          |     747 |     true |    4653 |         5 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone1                                          |     747 |     true |    4653 |         6 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone1                                          |     747 |     true |    4653 |         7 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone1                                          |     747 |     true |    4653 |         8 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone1                                          |     747 |     true |    4653 |         9 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone2                                          |     748 |     true |    4654 |         0 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone2                                          |     748 |     true |    4654 |         1 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone2                                          |     748 |     true |    4654 |         2 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone2                                          |     748 |     true |    4654 |         3 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone2                                          |     748 |     true |    4654 |         4 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone2                                          |     748 |     true |    4654 |         5 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone2                                          |     748 |     true |    4654 |         6 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone2                                          |     748 |     true |    4654 |         7 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone2                                          |     748 |     true |    4654 |         8 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestone2                                          |     748 |     true |    4654 |         9 | Cobblestone                                          | true   | cobblestone                               |
| Chisel                              | chisel:cobblestonemossy                                      |     755 |     true |    4661 |         0 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy                                      |     755 |     true |    4661 |         1 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy                                      |     755 |     true |    4661 |        10 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy                                      |     755 |     true |    4661 |        11 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy                                      |     755 |     true |    4661 |        12 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy                                      |     755 |     true |    4661 |        13 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy                                      |     755 |     true |    4661 |        14 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy                                      |     755 |     true |    4661 |        15 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy                                      |     755 |     true |    4661 |         2 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy                                      |     755 |     true |    4661 |         3 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy                                      |     755 |     true |    4661 |         4 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy                                      |     755 |     true |    4661 |         5 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy                                      |     755 |     true |    4661 |         6 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy                                      |     755 |     true |    4661 |         7 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy                                      |     755 |     true |    4661 |         8 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy                                      |     755 |     true |    4661 |         9 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy1                                     |     756 |     true |    4662 |         0 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy1                                     |     756 |     true |    4662 |         1 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy1                                     |     756 |     true |    4662 |        10 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy1                                     |     756 |     true |    4662 |        11 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy1                                     |     756 |     true |    4662 |        12 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy1                                     |     756 |     true |    4662 |        13 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy1                                     |     756 |     true |    4662 |        14 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy1                                     |     756 |     true |    4662 |        15 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy1                                     |     756 |     true |    4662 |         2 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy1                                     |     756 |     true |    4662 |         3 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy1                                     |     756 |     true |    4662 |         4 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy1                                     |     756 |     true |    4662 |         5 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy1                                     |     756 |     true |    4662 |         6 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy1                                     |     756 |     true |    4662 |         7 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy1                                     |     756 |     true |    4662 |         8 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy1                                     |     756 |     true |    4662 |         9 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:cobblestonemossy2                                     |     757 |    false |    4663 |         0 | Mossy Cobblestone                                    | true   | blockMossy                                |
| Chisel                              | chisel:concrete_black                                        |     758 |     true |    4664 |         0 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black                                        |     758 |     true |    4664 |         1 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black                                        |     758 |     true |    4664 |        10 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black                                        |     758 |     true |    4664 |        11 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black                                        |     758 |     true |    4664 |        12 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black                                        |     758 |     true |    4664 |        13 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black                                        |     758 |     true |    4664 |        14 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black                                        |     758 |     true |    4664 |        15 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black                                        |     758 |     true |    4664 |         2 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black                                        |     758 |     true |    4664 |         3 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black                                        |     758 |     true |    4664 |         4 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black                                        |     758 |     true |    4664 |         5 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black                                        |     758 |     true |    4664 |         6 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black                                        |     758 |     true |    4664 |         7 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black                                        |     758 |     true |    4664 |         8 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black                                        |     758 |     true |    4664 |         9 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black1                                       |     759 |     true |    4665 |         0 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black1                                       |     759 |     true |    4665 |         1 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black1                                       |     759 |     true |    4665 |        10 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black1                                       |     759 |     true |    4665 |        11 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black1                                       |     759 |     true |    4665 |        12 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black1                                       |     759 |     true |    4665 |        13 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black1                                       |     759 |     true |    4665 |        14 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
| Chisel                              | chisel:concrete_black1                                       |     759 |     true |    4665 |        15 | Black Concrete                                       | true   | blockConcrete,blockConcreteBlack          |
