+-----------------------------+------------------------------------------+----------+----------------------------------+-----+
| OreDict Key                 | Registry name                            | Meta/dmg | Display name                     | NBT |
| blockConcreteLightGray      | chisel:concrete_lightgray                |       15 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray                |        2 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray                |        3 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray                |        4 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray                |        5 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray                |        6 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray                |        7 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray                |        8 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray                |        9 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray1               |        0 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray1               |        1 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray1               |       10 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray1               |       11 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray1               |       12 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray1               |       13 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray1               |       14 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray1               |       15 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray1               |        2 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray1               |        3 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray1               |        4 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray1               |        5 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray1               |        6 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray1               |        7 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray1               |        8 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray1               |        9 | Light Gray Concrete              |     |
| blockConcreteLightGray      | chisel:concrete_lightgray2               |        0 | Light Gray Concrete              |     |
| blockConcreteLime           | chisel:concrete_lime                     |        0 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime                     |        1 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime                     |       10 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime                     |       11 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime                     |       12 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime                     |       13 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime                     |       14 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime                     |       15 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime                     |        2 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime                     |        3 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime                     |        4 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime                     |        5 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime                     |        6 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime                     |        7 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime                     |        8 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime                     |        9 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime1                    |        0 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime1                    |        1 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime1                    |       10 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime1                    |       11 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime1                    |       12 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime1                    |       13 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime1                    |       14 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime1                    |       15 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime1                    |        2 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime1                    |        3 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime1                    |        4 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime1                    |        5 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime1                    |        6 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime1                    |        7 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime1                    |        8 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime1                    |        9 | Lime Concrete                    |     |
| blockConcreteLime           | chisel:concrete_lime2                    |        0 | Lime Concrete                    |     |
| blockConcreteMagenta        | chisel:concrete_magenta                  |        0 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta                  |        1 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta                  |       10 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta                  |       11 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta                  |       12 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta                  |       13 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta                  |       14 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta                  |       15 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta                  |        2 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta                  |        3 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta                  |        4 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta                  |        5 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta                  |        6 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta                  |        7 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta                  |        8 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta                  |        9 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta1                 |        0 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta1                 |        1 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta1                 |       10 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta1                 |       11 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta1                 |       12 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta1                 |       13 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta1                 |       14 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta1                 |       15 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta1                 |        2 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta1                 |        3 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta1                 |        4 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta1                 |        5 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta1                 |        6 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta1                 |        7 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta1                 |        8 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta1                 |        9 | Magenta Concrete                 |     |
| blockConcreteMagenta        | chisel:concrete_magenta2                 |        0 | Magenta Concrete                 |     |
| blockConcreteOrange         | chisel:concrete_orange                   |        0 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange                   |        1 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange                   |       10 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange                   |       11 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange                   |       12 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange                   |       13 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange                   |       14 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange                   |       15 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange                   |        2 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange                   |        3 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange                   |        4 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange                   |        5 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange                   |        6 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange                   |        7 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange                   |        8 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange                   |        9 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange1                  |        0 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange1                  |        1 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange1                  |       10 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange1                  |       11 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange1                  |       12 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange1                  |       13 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange1                  |       14 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange1                  |       15 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange1                  |        2 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange1                  |        3 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange1                  |        4 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange1                  |        5 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange1                  |        6 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange1                  |        7 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange1                  |        8 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange1                  |        9 | Orange Concrete                  |     |
| blockConcreteOrange         | chisel:concrete_orange2                  |        0 | Orange Concrete                  |     |
| blockConcretePink           | chisel:concrete_pink                     |        0 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink                     |        1 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink                     |       10 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink                     |       11 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink                     |       12 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink                     |       13 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink                     |       14 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink                     |       15 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink                     |        2 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink                     |        3 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink                     |        4 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink                     |        5 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink                     |        6 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink                     |        7 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink                     |        8 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink                     |        9 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink1                    |        0 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink1                    |        1 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink1                    |       10 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink1                    |       11 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink1                    |       12 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink1                    |       13 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink1                    |       14 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink1                    |       15 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink1                    |        2 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink1                    |        3 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink1                    |        4 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink1                    |        5 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink1                    |        6 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink1                    |        7 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink1                    |        8 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink1                    |        9 | Pink Concrete                    |     |
| blockConcretePink           | chisel:concrete_pink2                    |        0 | Pink Concrete                    |     |
| blockConcretePurple         | chisel:concrete_purple                   |        0 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple                   |        1 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple                   |       10 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple                   |       11 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple                   |       12 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple                   |       13 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple                   |       14 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple                   |       15 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple                   |        2 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple                   |        3 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple                   |        4 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple                   |        5 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple                   |        6 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple                   |        7 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple                   |        8 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple                   |        9 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple1                  |        0 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple1                  |        1 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple1                  |       10 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple1                  |       11 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple1                  |       12 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple1                  |       13 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple1                  |       14 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple1                  |       15 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple1                  |        2 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple1                  |        3 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple1                  |        4 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple1                  |        5 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple1                  |        6 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple1                  |        7 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple1                  |        8 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple1                  |        9 | Purple Concrete                  |     |
| blockConcretePurple         | chisel:concrete_purple2                  |        0 | Purple Concrete                  |     |
| blockConcreteRed            | chisel:concrete_red                      |        0 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red                      |        1 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red                      |       10 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red                      |       11 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red                      |       12 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red                      |       13 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red                      |       14 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red                      |       15 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red                      |        2 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red                      |        3 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red                      |        4 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red                      |        5 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red                      |        6 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red                      |        7 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red                      |        8 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red                      |        9 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red1                     |        0 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red1                     |        1 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red1                     |       10 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red1                     |       11 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red1                     |       12 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red1                     |       13 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red1                     |       14 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red1                     |       15 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red1                     |        2 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red1                     |        3 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red1                     |        4 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red1                     |        5 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red1                     |        6 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red1                     |        7 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red1                     |        8 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red1                     |        9 | Red Concrete                     |     |
| blockConcreteRed            | chisel:concrete_red2                     |        0 | Red Concrete                     |     |
| blockConcreteWhite          | chisel:concrete_white                    |        0 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white                    |        1 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white                    |       10 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white                    |       11 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white                    |       12 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white                    |       13 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white                    |       14 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white                    |       15 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white                    |        2 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white                    |        3 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white                    |        4 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white                    |        5 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white                    |        6 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white                    |        7 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white                    |        8 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white                    |        9 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white1                   |        0 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white1                   |        1 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white1                   |       10 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white1                   |       11 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white1                   |       12 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white1                   |       13 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white1                   |       14 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white1                   |       15 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white1                   |        2 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white1                   |        3 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white1                   |        4 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white1                   |        5 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white1                   |        6 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white1                   |        7 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white1                   |        8 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white1                   |        9 | White Concrete                   |     |
| blockConcreteWhite          | chisel:concrete_white2                   |        0 | White Concrete                   |     |
| blockConcreteYellow         | chisel:concrete_yellow                   |        0 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow                   |        1 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow                   |       10 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow                   |       11 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow                   |       12 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow                   |       13 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow                   |       14 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow                   |       15 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow                   |        2 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow                   |        3 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow                   |        4 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow                   |        5 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow                   |        6 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow                   |        7 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow                   |        8 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow                   |        9 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow1                  |        0 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow1                  |        1 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow1                  |       10 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow1                  |       11 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow1                  |       12 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow1                  |       13 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow1                  |       14 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow1                  |       15 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow1                  |        2 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow1                  |        3 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow1                  |        4 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow1                  |        5 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow1                  |        6 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow1                  |        7 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow1                  |        8 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow1                  |        9 | Yellow Concrete                  |     |
| blockConcreteYellow         | chisel:concrete_yellow2                  |        0 | Yellow Concrete                  |     |
| blockConstantan             | immersiveengineering:storage             |        6 | Block of Constantan              |     |
| blockCopper                 | chisel:blockcopper                       |        0 | Block of Copper                  |     |
| blockCopper                 | chisel:blockcopper                       |        1 | Block of Copper                  |     |
| blockCopper                 | chisel:blockcopper                       |        2 | Block of Copper                  |     |
| blockCopper                 | chisel:blockcopper                       |        3 | Block of Copper                  |     |
| blockCopper                 | chisel:blockcopper                       |        4 | Block of Copper                  |     |
| blockCopper                 | chisel:blockcopper                       |        5 | Block of Copper                  |     |
| blockCopper                 | chisel:blockcopper                       |        6 | Block of Copper                  |     |
| blockCopper                 | embers:block_copper                      |        0 | Copper Block                     |     |
| blockCopper                 | immersiveengineering:storage             |        0 | Block of Copper                  |     |
| blockDawnstone              | embers:block_dawnstone                   |        0 | Dawnstone Block                  |     |
| blockDemonicMetal           | extrautils2:simpledecorative             |        1 | Block of Demon Metal             |     |
| blockDiamond                | chisel:diamond                           |        0 | Block of Diamond                 |     |
| blockDiamond                | chisel:diamond                           |        1 | Block of Diamond                 |     |
| blockDiamond                | chisel:diamond                           |       10 | Block of Diamond                 |     |
| blockDiamond                | chisel:diamond                           |       11 | Block of Diamond                 |     |
| blockDiamond                | chisel:diamond                           |        2 | Block of Diamond                 |     |
| blockDiamond                | chisel:diamond                           |        3 | Block of Diamond                 |     |
| blockDiamond                | chisel:diamond                           |        4 | Block of Diamond                 |     |
| blockDiamond                | chisel:diamond                           |        5 | Block of Diamond                 |     |
| blockDiamond                | chisel:diamond                           |        6 | Block of Diamond                 |     |
| blockDiamond                | chisel:diamond                           |        7 | Block of Diamond                 |     |
| blockDiamond                | chisel:diamond                           |        8 | Block of Diamond                 |     |
| blockDiamond                | chisel:diamond                           |        9 | Block of Diamond                 |     |
| blockDiamond                | minecraft:diamond_block                  |        0 | Block of Diamond                 |     |
| blockElectrum               | chisel:blockelectrum                     |        0 | Block of Electrum                |     |
| blockElectrum               | chisel:blockelectrum                     |        1 | Block of Electrum                |     |
| blockElectrum               | chisel:blockelectrum                     |        2 | Block of Electrum                |     |
| blockElectrum               | chisel:blockelectrum                     |        3 | Block of Electrum                |     |
| blockElectrum               | chisel:blockelectrum                     |        4 | Block of Electrum                |     |
| blockElectrum               | chisel:blockelectrum                     |        5 | Block of Electrum                |     |
| blockElectrum               | chisel:blockelectrum                     |        6 | Block of Electrum                |     |
| blockElectrum               | embers:block_electrum                    |        0 | Electrum Block                   |     |
| blockElectrum               | immersiveengineering:storage             |        7 | Block of Electrum                |     |
| blockEmerald                | chisel:emerald                           |        0 | Block of Emerald                 |     |
| blockEmerald                | chisel:emerald                           |        1 | Block of Emerald                 |     |
| blockEmerald                | chisel:emerald                           |       10 | Block of Emerald                 |     |
| blockEmerald                | chisel:emerald                           |       11 | Block of Emerald                 |     |
| blockEmerald                | chisel:emerald                           |       12 | Block of Emerald                 |     |
| blockEmerald                | chisel:emerald                           |       13 | Block of Emerald                 |     |
| blockEmerald                | chisel:emerald                           |        2 | Block of Emerald                 |     |
| blockEmerald                | chisel:emerald                           |        3 | Block of Emerald                 |     |
| blockEmerald                | chisel:emerald                           |        4 | Block of Emerald                 |     |
| blockEmerald                | chisel:emerald                           |        5 | Block of Emerald                 |     |
| blockEmerald                | chisel:emerald                           |        6 | Block of Emerald                 |     |
