+-------------------------------------+--------------------------------------------------------------+---------+----------+----------+-----------------------------------------------------------------------+--------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
+-------------------------------------+--------------------------------------------------------------+---------+----------+----------+-----------------------------------------------------------------------+--------------------------------------------------+
| Mod name                            | Registry name                                                | Item ID | Meta/dmg | Subtypes | Display name                                                          | Ore Dict keys                                    |
| Chisel                              | chisel:hardenedclay                                          |    4754 |       11 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay                                          |    4754 |       12 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay                                          |    4754 |       13 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay                                          |    4754 |       14 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay                                          |    4754 |       15 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay                                          |    4754 |        2 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay                                          |    4754 |        3 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay                                          |    4754 |        4 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay                                          |    4754 |        5 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay                                          |    4754 |        6 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay                                          |    4754 |        7 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay                                          |    4754 |        8 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay                                          |    4754 |        9 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay1                                         |    4755 |        0 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay1                                         |    4755 |        1 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay1                                         |    4755 |        2 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay1                                         |    4755 |        3 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay1                                         |    4755 |        4 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay1                                         |    4755 |        5 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay1                                         |    4755 |        6 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay1                                         |    4755 |        7 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay1                                         |    4755 |        8 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay1                                         |    4755 |        9 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay2                                         |    4756 |        0 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay2                                         |    4756 |        1 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay2                                         |    4756 |        2 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay2                                         |    4756 |        3 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay2                                         |    4756 |        4 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay2                                         |    4756 |        5 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:hardenedclay2                                         |    4756 |        6 |     true | Hardened Clay                                                         | hardenedClay                                     |
| Chisel                              | chisel:ice                                                   |    4757 |        0 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice                                                   |    4757 |        1 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice                                                   |    4757 |       10 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice                                                   |    4757 |       11 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice                                                   |    4757 |       12 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice                                                   |    4757 |       13 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice                                                   |    4757 |       14 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice                                                   |    4757 |       15 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice                                                   |    4757 |        2 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice                                                   |    4757 |        3 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice                                                   |    4757 |        4 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice                                                   |    4757 |        5 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice                                                   |    4757 |        6 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice                                                   |    4757 |        7 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice                                                   |    4757 |        8 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice                                                   |    4757 |        9 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice1                                                  |    4758 |        0 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice1                                                  |    4758 |        1 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice1                                                  |    4758 |       10 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice1                                                  |    4758 |       11 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice1                                                  |    4758 |       12 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice1                                                  |    4758 |       13 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice1                                                  |    4758 |       14 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice1                                                  |    4758 |       15 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice1                                                  |    4758 |        2 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice1                                                  |    4758 |        3 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice1                                                  |    4758 |        4 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice1                                                  |    4758 |        5 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice1                                                  |    4758 |        6 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice1                                                  |    4758 |        7 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice1                                                  |    4758 |        8 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice1                                                  |    4758 |        9 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:ice2                                                  |    4759 |        0 |     true | Ice                                                                   | blockIce,ice                                     |
| Chisel                              | chisel:icepillar                                             |    4760 |        0 |     true | Ice Pillar                                                            | blockIce,ice                                     |
| Chisel                              | chisel:icepillar                                             |    4760 |        1 |     true | Ice Pillar                                                            | blockIce,ice                                     |
| Chisel                              | chisel:icepillar                                             |    4760 |        2 |     true | Ice Pillar                                                            | blockIce,ice                                     |
| Chisel                              | chisel:icepillar                                             |    4760 |        3 |     true | Ice Pillar                                                            | blockIce,ice                                     |
| Chisel                              | chisel:icepillar                                             |    4760 |        4 |     true | Ice Pillar                                                            | blockIce,ice                                     |
| Chisel                              | chisel:icepillar                                             |    4760 |        5 |     true | Ice Pillar                                                            | blockIce,ice                                     |
| Chisel                              | chisel:icepillar                                             |    4760 |        6 |     true | Ice Pillar                                                            | blockIce,ice                                     |
| Chisel                              | chisel:iron                                                  |    4763 |        0 |     true | Block of Iron                                                         | blockIron                                        |
| Chisel                              | chisel:iron                                                  |    4763 |        1 |     true | Block of Iron                                                         | blockIron                                        |
| Chisel                              | chisel:iron                                                  |    4763 |       10 |     true | Block of Iron                                                         | blockIron                                        |
| Chisel                              | chisel:iron                                                  |    4763 |       11 |     true | Block of Iron                                                         | blockIron                                        |
| Chisel                              | chisel:iron                                                  |    4763 |       12 |     true | Block of Iron                                                         | blockIron                                        |
| Chisel                              | chisel:iron                                                  |    4763 |       13 |     true | Block of Iron                                                         | blockIron                                        |
| Chisel                              | chisel:iron                                                  |    4763 |       14 |     true | Block of Iron                                                         | blockIron                                        |
| Chisel                              | chisel:iron                                                  |    4763 |        2 |     true | Block of Iron                                                         | blockIron                                        |
| Chisel                              | chisel:iron                                                  |    4763 |        3 |     true | Block of Iron                                                         | blockIron                                        |
| Chisel                              | chisel:iron                                                  |    4763 |        4 |     true | Block of Iron                                                         | blockIron                                        |
| Chisel                              | chisel:iron                                                  |    4763 |        5 |     true | Block of Iron                                                         | blockIron                                        |
| Chisel                              | chisel:iron                                                  |    4763 |        6 |     true | Block of Iron                                                         | blockIron                                        |
| Chisel                              | chisel:iron                                                  |    4763 |        7 |     true | Block of Iron                                                         | blockIron                                        |
| Chisel                              | chisel:iron                                                  |    4763 |        8 |     true | Block of Iron                                                         | blockIron                                        |
| Chisel                              | chisel:iron                                                  |    4763 |        9 |     true | Block of Iron                                                         | blockIron                                        |
| Chisel                              | chisel:ironpane                                              |    4764 |        0 |     true | Iron Bars (WIP!)                                                      |                                                  |
| Chisel                              | chisel:ironpane                                              |    4764 |        1 |     true | Iron Bars (WIP!)                                                      |                                                  |
| Chisel                              | chisel:ironpane                                              |    4764 |       10 |     true | Iron Bars (WIP!)                                                      |                                                  |
| Chisel                              | chisel:ironpane                                              |    4764 |       11 |     true | Iron Bars (WIP!)                                                      |                                                  |
| Chisel                              | chisel:ironpane                                              |    4764 |        2 |     true | Iron Bars (WIP!)                                                      |                                                  |
| Chisel                              | chisel:ironpane                                              |    4764 |        3 |     true | Iron Bars (WIP!)                                                      |                                                  |
| Chisel                              | chisel:ironpane                                              |    4764 |        4 |     true | Iron Bars (WIP!)                                                      |                                                  |
| Chisel                              | chisel:ironpane                                              |    4764 |        5 |     true | Iron Bars (WIP!)                                                      |                                                  |
| Chisel                              | chisel:ironpane                                              |    4764 |        6 |     true | Iron Bars (WIP!)                                                      |                                                  |
| Chisel                              | chisel:ironpane                                              |    4764 |        7 |     true | Iron Bars (WIP!)                                                      |                                                  |
| Chisel                              | chisel:ironpane                                              |    4764 |        8 |     true | Iron Bars (WIP!)                                                      |                                                  |
| Chisel                              | chisel:ironpane                                              |    4764 |        9 |     true | Iron Bars (WIP!)                                                      |                                                  |
| Chisel                              | chisel:laboratory                                            |    4765 |        0 |     true | Laboratory Block                                                      |                                                  |
| Chisel                              | chisel:laboratory                                            |    4765 |        1 |     true | Laboratory Block                                                      |                                                  |
| Chisel                              | chisel:laboratory                                            |    4765 |       10 |     true | Laboratory Block                                                      |                                                  |
| Chisel                              | chisel:laboratory                                            |    4765 |       11 |     true | Laboratory Block                                                      |                                                  |
| Chisel                              | chisel:laboratory                                            |    4765 |       12 |     true | Laboratory Block                                                      |                                                  |
| Chisel                              | chisel:laboratory                                            |    4765 |       13 |     true | Laboratory Block                                                      |                                                  |
| Chisel                              | chisel:laboratory                                            |    4765 |       14 |     true | Laboratory Block                                                      |                                                  |
| Chisel                              | chisel:laboratory                                            |    4765 |       15 |     true | Laboratory Block                                                      |                                                  |
| Chisel                              | chisel:laboratory                                            |    4765 |        2 |     true | Laboratory Block                                                      |                                                  |
| Chisel                              | chisel:laboratory                                            |    4765 |        3 |     true | Laboratory Block                                                      |                                                  |
| Chisel                              | chisel:laboratory                                            |    4765 |        4 |     true | Laboratory Block                                                      |                                                  |
| Chisel                              | chisel:laboratory                                            |    4765 |        5 |     true | Laboratory Block                                                      |                                                  |
| Chisel                              | chisel:laboratory                                            |    4765 |        6 |     true | Laboratory Block                                                      |                                                  |
| Chisel                              | chisel:laboratory                                            |    4765 |        7 |     true | Laboratory Block                                                      |                                                  |
| Chisel                              | chisel:laboratory                                            |    4765 |        8 |     true | Laboratory Block                                                      |                                                  |
| Chisel                              | chisel:laboratory                                            |    4765 |        9 |     true | Laboratory Block                                                      |                                                  |
| Chisel                              | chisel:lapis                                                 |    4766 |        0 |     true | Lapis Lazuli Block                                                    | blockLapis                                       |
| Chisel                              | chisel:lapis                                                 |    4766 |        1 |     true | Lapis Lazuli Block                                                    | blockLapis                                       |
| Chisel                              | chisel:lapis                                                 |    4766 |        2 |     true | Lapis Lazuli Block                                                    | blockLapis                                       |
| Chisel                              | chisel:lapis                                                 |    4766 |        3 |     true | Lapis Lazuli Block                                                    | blockLapis                                       |
| Chisel                              | chisel:lapis                                                 |    4766 |        4 |     true | Lapis Lazuli Block                                                    | blockLapis                                       |
| Chisel                              | chisel:lapis                                                 |    4766 |        5 |     true | Lapis Lazuli Block                                                    | blockLapis                                       |
| Chisel                              | chisel:lapis                                                 |    4766 |        6 |     true | Lapis Lazuli Block                                                    | blockLapis                                       |
| Chisel                              | chisel:lapis                                                 |    4766 |        7 |     true | Lapis Lazuli Block                                                    | blockLapis                                       |
| Chisel                              | chisel:lapis                                                 |    4766 |        8 |     true | Lapis Lazuli Block                                                    | blockLapis                                       |
| Chisel                              | chisel:lavastone                                             |    4767 |        0 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone                                             |    4767 |        1 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone                                             |    4767 |       10 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone                                             |    4767 |       11 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone                                             |    4767 |       12 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone                                             |    4767 |       13 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone                                             |    4767 |       14 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone                                             |    4767 |       15 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone                                             |    4767 |        2 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone                                             |    4767 |        3 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone                                             |    4767 |        4 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone                                             |    4767 |        5 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone                                             |    4767 |        6 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone                                             |    4767 |        7 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone                                             |    4767 |        8 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone                                             |    4767 |        9 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone1                                            |    4768 |        0 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone1                                            |    4768 |        1 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone1                                            |    4768 |       10 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone1                                            |    4768 |       11 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone1                                            |    4768 |       12 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone1                                            |    4768 |       13 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone1                                            |    4768 |       14 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone1                                            |    4768 |       15 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone1                                            |    4768 |        2 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone1                                            |    4768 |        3 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone1                                            |    4768 |        4 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone1                                            |    4768 |        5 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone1                                            |    4768 |        6 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone1                                            |    4768 |        7 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone1                                            |    4768 |        8 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone1                                            |    4768 |        9 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:lavastone2                                            |    4769 |        0 |     true | Lavastone                                                             |                                                  |
| Chisel                              | chisel:limestone                                             |    4771 |        0 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone                                             |    4771 |        1 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone                                             |    4771 |       10 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone                                             |    4771 |       11 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone                                             |    4771 |       12 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone                                             |    4771 |       13 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone                                             |    4771 |       14 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone                                             |    4771 |       15 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone                                             |    4771 |        2 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone                                             |    4771 |        3 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone                                             |    4771 |        4 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone                                             |    4771 |        5 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone                                             |    4771 |        6 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone                                             |    4771 |        7 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone                                             |    4771 |        8 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone                                             |    4771 |        9 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone1                                            |    4772 |        0 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone1                                            |    4772 |        1 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone1                                            |    4772 |        2 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
| Chisel                              | chisel:limestone1                                            |    4772 |        3 |     true | Limestone                                                             | stoneLimestone,stoneLimestonePolished            |
